https://www.chusho.meti.go.jp/shogyo/shogyo/2022/download/220408shoutengai01.pdf	220408shoutengai01.pdf	retail
https://www.maff.go.jp/j/syouan/seisaku/trace/pdf/manual-kouri.pdf	manual-kouri.pdf	retail
https://www.mhlw.go.jp/content/11130500/000604389.pdf	000604389.pdf	retail
https://www.pref.kanagawa.jp/documents/5108/r06_06_guideline_itaku.pdf	r06_06_guideline_itaku.pdf	public
https://www.soumu.go.jp/main_content/000857916.pdf	000857916.pdf	public
https://www5.cao.go.jp/keizai1/keizaitaisaku/2023/20231102_sesaku3.pdf	20231102_sesaku3.pdf	public
https://www.mhlw.go.jp/content/000761091.pdf	000761091.pdf	public
https://www.meti.go.jp/policy/newbusiness/kaisetsushiryou_2024.pdf	kaisetsushiryou_2024.pdf	public
https://www.digital.go.jp/assets/contents/node/basic_page/field_ref_resources/c58162cb-92e5-4a43-9ad5-095b7c45100c/d779571b/20231027_policies_local_governments_outline_02.pdf	20231027_policies_local_governments_outline_02.pdf	public
https://www.soumu.go.jp/main_content/000956094.pdf	000956094.pdf	public
https://www.mof.go.jp/tax_policy/summary/consumption/qa_futankeigen.pdf	qa_futankeigen.pdf	public
https://www.kouwan.metro.tokyo.lg.jp/jigyo/rinpukuGL_2022.pdf	rinpukuGL_2022.pdf	public
https://www.env.go.jp/earth/%E2%91%A0%E5%9C%B0%E5%9F%9F%E8%84%B1%E7%82%AD%E7%B4%A0%E3%83%AD%E3%83%BC%E3%83%89%E3%83%9E%E3%83%83%E3%83%97.pdf	①地域脱炭素ロードマップ.pdf	public
https://www.mhlw.go.jp/toukei/saikin/hw/k-tyosa/k-tyosa23/dl/10.pdf	10.pdf	public
https://www.mlit.go.jp/kankocho/content/001750938.pdf	001750938.pdf	public
